source,target
81029389,82001120
81029389,82001121
81029389,82001127
81029389,82001128
81029389,82001129
81029389,82001132
81029389,82001136
81029389,82001137
81029389,82001146
81029389,82001148
81029389,82001149
81029389,82001150
81029389,82001151
81029389,82001152
81029389,82001161
81029389,82001162
81029389,82001168
81029389,82001170
81029389,82001173
81029389,82001174
81029389,82001176
81029389,82001178
81029389,82001179
81029389,82001180
81029389,82001181
81029389,82001183
81029389,82001184
81029389,82001185
81029389,82001186
81029389,82001187
81029389,82001188
81029389,82001192
81029389,82001200
81029389,82001202
81029389,82001203
81029389,82001204
81029389,82001205
